region,amplitude_A,frequency_THz,is_baseline,coordinate_treatment,analysis_stage,filename,frame,timestep,time_ps,strain_xy,cell_volume_A3,total_line_length_A,dislocation_density_A-2,dislocation_density_m-2,segment_count,segment_number_density_A-3,segment_number_density_m-3,shockley_length_A,perfect_length_A,stair_rod_length_A,hirth_length_A,frank_length_A,other_length_A,shockley_density_A-2,perfect_density_A-2,stair_rod_density_A-2,hirth_density_A-2,frank_density_A-2,other_density_A-2,fcc_count,hcp_count,other_atom_count,hcp_fraction,other_atom_fraction,coherent_correction_applied,has_PE,has_KE
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,950,95000,95.0,0.095,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,955,95500,95.5,0.0955,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,960,96000,96.0,0.096,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,965,96500,96.5,0.0965,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,970,97000,97.0,0.09699999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,975,97500,97.5,0.09749999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,980,98000,98.0,0.09799999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,985,98500,98.5,0.09849999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,990,99000,99.0,0.09899999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,995,99500,99.5,0.09949999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,before,elastic_dump_0.2_0.5.shear.wave,1000,100000,100.0,0.09999999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500,0,0,0.0,0.0,0,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1010,101000,101.0,0.10099999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11575,1,1924,7.407407407407407e-05,0.14251851851851852,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1011,101100,101.10000000000001,0.1011,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11599,1,1900,7.407407407407407e-05,0.14074074074074075,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1012,101200,101.2,0.1012,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11643,0,1857,0.0,0.13755555555555554,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1013,101300,101.3,0.1013,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11690,0,1810,0.0,0.13407407407407407,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1014,101400,101.4,0.10139999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11697,0,1803,0.0,0.13355555555555557,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1015,101500,101.5,0.10149999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11727,2,1771,0.00014814814814814815,0.13118518518518518,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1016,101600,101.60000000000001,0.1016,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11741,2,1757,0.00014814814814814815,0.13014814814814815,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1017,101700,101.7,0.1017,158683.45183699526,14.19438151169436,8.945092476482856e-05,8945092476482856.0,2,1.2603708684472432e-05,1.2603708684472433e+25,14.19438151169436,0.0,0.0,0.0,0.0,0.0,8.945092476482856e-05,0.0,0.0,0.0,0.0,0.0,11753,2,1745,0.00014814814814814815,0.12925925925925927,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1018,101800,101.8,0.1018,158683.45183699526,13.006781956275793,8.196684534967627e-05,8196684534967627.0,2,1.2603708684472432e-05,1.2603708684472433e+25,13.006781956275793,0.0,0.0,0.0,0.0,0.0,8.196684534967627e-05,0.0,0.0,0.0,0.0,0.0,11752,1,1747,7.407407407407407e-05,0.12940740740740742,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1019,101900,101.9,0.10189999999999999,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11747,2,1751,0.00014814814814814815,0.1297037037037037,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1020,102000,102.0,0.102,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11706,1,1793,7.407407407407407e-05,0.1328148148148148,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1021,102100,102.10000000000001,0.1021,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11693,1,1806,7.407407407407407e-05,0.13377777777777777,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1022,102200,102.2,0.1022,158683.45183699526,13.78339789473635,8.686096587371378e-05,8686096587371378.0,2,1.2603708684472432e-05,1.2603708684472433e+25,13.78339789473635,0.0,0.0,0.0,0.0,0.0,8.686096587371378e-05,0.0,0.0,0.0,0.0,0.0,11689,2,1809,0.00014814814814814815,0.134,1,0,0
elastic,0.2,0.5,0,registered,during_vibration,elastic_dump_0.2_0.5.shear.wave,1023,102300,102.3,0.1023,158683.45183699526,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11686,1,1813,7.407407407407407e-05,0.1342962962962963,1,0,0
