region,amplitude_A,frequency_THz,is_baseline,frame_count,mean_dislocation_density_A-2,delta_dislocation_density_A-2_vib_minus_base,reduction_dislocation_density_A-2_percent,mean_segment_number_density_A-3,delta_segment_number_density_A-3_vib_minus_base,reduction_segment_number_density_A-3_percent,mean_shockley_density_A-2,delta_shockley_density_A-2_vib_minus_base,reduction_shockley_density_A-2_percent,mean_perfect_density_A-2,delta_perfect_density_A-2_vib_minus_base,reduction_perfect_density_A-2_percent,mean_stair_rod_density_A-2,delta_stair_rod_density_A-2_vib_minus_base,reduction_stair_rod_density_A-2_percent,mean_hirth_density_A-2,delta_hirth_density_A-2_vib_minus_base,reduction_hirth_density_A-2_percent,mean_frank_density_A-2,delta_frank_density_A-2_vib_minus_base,reduction_frank_density_A-2_percent,mean_other_density_A-2,delta_other_density_A-2_vib_minus_base,reduction_other_density_A-2_percent,mean_hcp_fraction,delta_hcp_fraction_vib_minus_base,reduction_hcp_fraction_percent,mean_other_atom_fraction,delta_other_atom_fraction_vib_minus_base,reduction_other_atom_fraction_percent
flow,0.3,1.5,0,291,0.0075439835639051905,-0.001568305414732454,17.210883219453464,0.0006428541104786325,-2.6766639061869294e-05,3.99728339963132,0.006184714294200118,-7.982376277834279e-05,1.274216263869961,7.338948229564516e-05,-9.550342557432492e-05,56.54673531220896,0.0006730269388688422,-2.8642956707939597e-05,4.082112812378065,0.00014972564479394466,-0.0003404708525376923,69.45599456361488,9.308581158932064e-07,-1.3610797943122894e-06,59.38554392122492,0.0004621963456307483,-0.0010225033373398407,68.86937129898317,0.18553620974926818,-0.08466132111492933,31.333121677370357,0.41653557337406133,0.08677790505281913,-26.3156594642955
flow,0.4,0.5,0,291,0.005990122594153361,-0.003122166384484284,34.26325034032306,0.0005079381223269774,-0.0001616826272135244,24.145402800685627,0.004966851607576066,-0.0012976864494023948,20.714798722578127,0.00013325627779123766,-3.563663007873243e-05,21.100134119408327,0.0004945684617105868,-0.00020710143386619504,29.515507957763383,6.122158605016944e-05,-0.00042897491128146754,87.5108071184869,3.058338147040762e-06,7.664002368352664e-07,-33.43896156273058,0.00033116632287826,-0.0011535333600923288,77.6947266388808,0.14327427771414025,-0.12692325315005726,46.97424611694526,0.4947817233040601,0.1650240549828179,-50.04403864902858
flow,0.4,0.8,0,291,0.006107035538806717,-0.003005253439830927,32.98022535145977,0.0005159507893600613,-0.00015366996018044052,22.948805019242588,0.005026549274878195,-0.0012379887821002663,19.761852683155034,0.00015929254876564814,-9.600359104321952e-06,5.68428788715819,0.0005432616146000006,-0.0001584082809767812,22.575898150307204,5.968695017743675e-05,-0.0004305095471542002,87.82387256899223,3.2134927914428305e-06,9.215548812373347e-07,-40.20854479232851,0.00031503165759399435,-0.0011696680253765945,78.78145585889271,0.14961817487590684,-0.12057935598829067,44.62637227017977,0.47350846379025074,0.14375079546900854,-43.592859023059894
flow,0.4,1.0,0,291,0.006287353171191147,-0.0028249358074464975,31.001385207044287,0.000523183845546683,-0.00014643690399381883,21.868632967885894,0.005131909798939317,-0.001132628258039144,18.07999644566671,0.0001603494240362546,-8.543483833715486e-06,5.058521368045292,0.0005691165657535709,-0.00013255332982321094,18.891123968522315,5.872686813030778e-05,-0.0004314696292013292,88.01972913923602,5.777026688230521e-06,3.4850887780250252e-06,-152.05860344238346,0.00036147348764346653,-0.0011232261953271223,75.65342730320856,0.1554374443171694,-0.1147600865470281,42.472662936622854,0.46502787323405875,0.13527020491281655,-41.021094551481205
flow,0.4,1.2,0,291,0.006343763662020818,-0.0027685253166168265,30.3823257044109,0.000527450049345379,-0.00014217070019512286,21.231525500468933,0.005187322530728705,-0.0010772155262497559,17.195450270268182,0.0001480573724231372,-2.0835535446832895e-05,12.336536631173454,0.0005961252643905651,-0.00010554463118621674,15.041920973317186,6.798334040190559e-05,-0.00042221315692973137,86.13141040950518,9.594418541630548e-07,-1.332496056042441e-06,58.138401136833984,0.00034331571222234167,-0.0011413839707482471,76.8764204532303,0.15642229858724704,-0.11377523227695047,42.10816875826094,0.4667913962072038,0.13703372788596158,-41.55588817193677
flow,0.4,1.5,0,291,0.006520388565294602,-0.0025919004133430424,28.444010274688974,0.0005485645097703972,-0.00012105623977010462,18.078328643963648,0.005364191796659618,-0.0009003462603188427,14.372109357942053,0.00015929596400808386,-9.596943861886226e-06,5.68226575225697,0.0005964002004367584,-0.00010526969514002341,15.00273786913579,6.225453832763532e-05,-0.00042794195900400163,87.30008503395777,2.1894278574393453e-06,-1.0251005276615052e-07,4.4726365539701485,0.0003360566380050668,-0.0011486430449655222,77.36534587704065,0.16172915871197657,-0.10846837215222094,40.14410191140408,0.45691790759832,0.1271602392770778,-38.56172319644172
flow,0.5,0.5,0,291,0.0033547483921638837,-0.00575754058647376,63.1843502765488,0.00031790797850181324,-0.0003517127710386886,52.5241745092332,0.0028955379000580282,-0.003369000156920433,53.77890797817874,3.984939170450077e-05,-0.00012904351616546933,76.40552690632775,0.00024268706850114302,-0.0004589828270756388,65.41292849657586,1.822711585421304e-05,-0.0004719693814774239,96.28167154326243,1.1475131589744014e-06,-1.1444247512310944e-06,49.93262453294317,0.00015729940288702446,-0.0013274002800835645,89.4053050127754,0.09368817614865725,-0.17650935471554025,65.32604282170685,0.622408298332697,0.29265063001145475,-88.74717955803877
flow,0.5,0.8,0,291,0.004048464197878204,-0.00506382478075944,55.57138050198799,0.00037146291248239794,-0.0002981578370581039,44.52637366191262,0.0034008948612578305,-0.0028636431957206306,45.71196103646684,0.00010085254788084523,-6.804035998912486e-05,40.286096584652825,0.00033439341691422883,-0.000367276478662553,52.34320026807576,1.7567909477093374e-05,-0.0004726285878545436,96.41614952927581,1.2108689020540881e-06,-1.0810690081514077e-06,47.168337472740646,0.0001935445934461525,-0.0012911550895244365,86.96405773732583,0.10395239913452972,-0.1662451317296678,61.52725792791324,0.593166603029146,0.26340893470790383,-79.87954792647824
flow,0.5,1.0,0,291,0.00436553785321508,-0.004746751125422564,52.09175363677107,0.00038789970782864296,-0.00028172104171185887,42.07173118592542,0.003710813245599078,-0.0025537248113793832,40.76477448380459,4.918433680484652e-05,-0.00011970857106512357,70.87838830822115,0.0003549362330387643,-0.0003467336625380175,49.41549647829738,1.5530715282508898e-05,-0.0004746657820491281,96.83173678982824,1.4802439132210732e-06,-8.116939969844226e-07,35.41518264391577,0.00023359307857666128,-0.0012511066043939276,84.26664454394655,0.11152959144711722,-0.1586679394170803,58.722942030446426,0.5620768741249841,0.23231920580374188,-70.45149457371282
flow,0.5,1.2,0,291,0.004501953038030718,-0.004610335940606927,50.59470733879432,0.00039448308830987937,-0.00027513766123062245,41.08858057630737,0.0038077972188030264,-0.0024567408381754347,39.216632029854416,8.878304169024561e-05,-8.010986617972448e-05,47.43234466742719,0.0003603946550345433,-0.0003412752405422385,48.637577683407066,1.633914975525344e-05,-0.00047385734757638353,96.66681629832223,2.3228322799659224e-06,3.089436976042658e-08,-1.3479584077239064,0.00022631614046768344,-0.0012583835425029055,84.75677316675451,0.11827287768868526,-0.15192465317551224,56.22725444218446,0.5491999490899835,0.21944228076874128,-66.54652851164806
flow,0.5,1.5,0,291,0.004715163801282568,-0.004397125177355077,48.254891692564385,0.0004035352364715795,-0.0002660855130689223,39.73674848808253,0.003999292766075486,-0.0022652452909029753,36.159813705331025,6.977949085386313e-05,-9.911341701610696e-05,58.68417938094473,0.0004054678092685494,-0.00029620208630823245,42.2138797995246,1.559486864791834e-05,-0.00047460162868371864,96.81864951446852,4.307622634977846e-06,2.01568472477235e-06,-87.94674217817808,0.00022072124380177367,-0.0012639784391688153,85.13361009411989,0.12922285859742905,-0.14097467226676846,52.17467081060151,0.5245689194348988,0.1948112511136566,-59.077095039341444
